"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019207","kinase regulator activity","37/1335","305/23909",0.121311475409836,2.17261128507399,5.01209370918877,7.94511311230524e-06,0.000775731952965076,0.000646253219661192,"Acvr2b/Ajuba/Akt1/Atg13/Camk2n1/Ccnj/Ccnl2/Ccnt2/Ccny/Cdkn2d/Chp1/Cnppd1/Eef1a1/Gprc5a/Gprc5c/Gskip/Hmgb1/Itprip/Itsn1/Lamtor3/Map2k1/Mlst8/Mob2/Mob3c/Nbn/Parp8/Pim1/Pmp22/Rictor/Rplp1/Sav1/Socs3/Spry2/Tgfbr2/Tsacc/Vegfa/Wdr81",37
"GO:0043021","ribonucleoprotein complex binding","28/1335","204/23909",0.137254901960784,2.4581479033561,5.08633168646305,1.01270934071097e-05,0.000872829323790771,0.000727143903971534,"Abcf1/Ago2/Cpsf6/Eif1/Eif4a3/Gtpbp6/Ifrd2/Letm1/Ltn1/Ncln/Nemf/Pim1/Prmt7/Rictor/Rpl35/Rpl35a/Rplp1/Rplp2/Sbds/Sec61a2/Secisbp2l/Snrpd2/Snrpg/Srp68/Tma16/Ttc5/Zfp593/Zfp598",28
"GO:0015297","antiporter activity","21/1335","130/23909",0.161538461538462,2.89305099394987,5.26314326297231,1.05649731929982e-05,0.000872829323790771,0.000727143903971534,"Chp1/Clcn3/Clcn5/Clcn7/Letm1/Slc1a5/Slc24a4/Slc25a1/Slc25a26/Slc25a5/Slc26a6/Slc35a5/Slc35b2/Slc35b3/Slc35c2/Slc35e2/Slc44a1/Slc4a1/Slc9a5/Slc9a8/Tmem165",21
"GO:0061659","ubiquitin-like protein ligase activity","43/1335","387/23909",0.111111111111111,1.98992925509779,4.77452877183822,1.42566866333704e-05,0.00109369153173141,0.000911141626944725,"Arel1/Arih1/Birc6/Brap/Cbl/Cblb/Cblc/Cbx4/Cul3/Dtx2/Fbxw8/Hdac6/Ltn1/Mex3c/Mgrn1/Nhlrc3/Nosip/Pex2/Pias3/Rnf114/Rnf166/Rnf215/Rnf38/Rnf44/Rnf7/Sh3rf2/Siah1b/Topors/Trim11/Trim2/Trim25/Trim3/Trim65/Trim8/Ube2d2a/Ube2o/Ube4b/Zfp451/Zfp598/Zmiz2/Znrf1/Znrf3/Zzef1",43
"GO:0004842","ubiquitin-protein transferase activity","47/1335","443/23909",0.106094808126411,1.90009046254259,4.65025197540113,1.9446351273438e-05,0.00132733700937597,0.00110578894243808,"Arel1/Arih1/Birc6/Brap/Cbl/Cblb/Cblc/Cul3/Dtx2/Fbxl3/Fbxw8/Hdac6/Klhl20/Lnx2/Ltn1/Mex3c/Mgrn1/Nhlrc3/Nosip/Pex2/Rnf114/Rnf166/Rnf215/Rnf38/Rnf44/Rnf7/Sh3rf2/Sharpin/Siah1b/Topors/Trim11/Trim2/Trim25/Trim3/Trim65/Trim8/Ube2d2a/Ube2g1/Ube2j1/Ube2j2/Ube2o/Ube2r2/Ube2v1/Ube4b/Zfp598/Znrf1/Znrf3",47
"GO:0019843","rRNA binding","15/1335","77/23909",0.194805194805195,3.48883700569094,5.31948476107574,1.97741081471281e-05,0.00132733700937597,0.00110578894243808,"Cirbp/Hmgb1/Imp3/Mrpl16/Mrpl20/Mrps18c/Mrps27/Mrps7/Rpl17/Rpl37a/Rpl5/Rpl7/Rps18/Rps4x/Sbds",15
"GO:0042625","ATPase-coupled ion transmembrane transporter activity","8/1335","24/23909",0.333333333333333,5.96978776529338,5.92364245014254,3.04333689655494e-05,0.00172028622468421,0.0014331503390979,"Atp6v0a1/Atp6v0a2/Atp6v0b/Atp6v0d1/Atp6v0e/Atp6v1c2/Atp6v1g1/Atp6v1g3",8
"GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism","8/1335","24/23909",0.333333333333333,5.96978776529338,5.92364245014254,3.04333689655494e-05,0.00172028622468421,0.0014331503390979,"Atp6v0a1/Atp6v0a2/Atp6v0b/Atp6v0d1/Atp6v0e/Atp6v1c2/Atp6v1g1/Atp6v1g3",8
"GO:0046961","proton-transporting ATPase activity, rotational mechanism","8/1335","24/23909",0.333333333333333,5.96978776529338,5.92364245014254,3.04333689655494e-05,0.00172028622468421,0.0014331503390979,"Atp6v0a1/Atp6v0a2/Atp6v0b/Atp6v0d1/Atp6v0e/Atp6v1c2/Atp6v1g1/Atp6v1g3",8
"GO:0140994","RNA polymerase II CTD heptapeptide repeat modifying activity","7/1335","19/23909",0.368421052631579,6.59818647742953,5.93641265933667,4.63179299455627e-05,0.00248727283807672,0.00207211791861728,"Cdk7/Ctdsp2/Dyrk1a/Mapk1/Ppp2ca/Rpap2/Ssu72",7
