"gene","rho","p.value"
"Zfp219",0.761904761904762,0.0280049391530718
"Zfr",0.761904761904762,0.0280049391530718
"Zkscan17",0.761904761904762,0.0280049391530718
"Zkscan6",0.761904761904762,0.0280049391530718
"2900052L18Rik",0.738095238095238,0.0365527610528608
"6330416G13Rik",0.738095238095238,0.0365527610528608
"9930012K11Rik",0.738095238095238,0.0365527610528608
"Aasdhppt",0.738095238095238,0.0365527610528608
"Acy1",0.738095238095238,0.0365527610528608
"Atp6v1b2",0.738095238095238,0.0365527610528608
"Ccrn4l",0.738095238095238,0.0365527610528608
"Cmas",0.738095238095238,0.0365527610528608
"Cox4i1",0.738095238095238,0.0365527610528608
"Cpsf1",0.738095238095238,0.0365527610528608
"Cr1l",0.738095238095238,0.0365527610528608
"Csnk1d",0.738095238095238,0.0365527610528608
"Cul5",0.738095238095238,0.0365527610528608
"Fam3a",0.738095238095238,0.0365527610528608
"Fnta",0.738095238095238,0.0365527610528608
"Gjb6",0.738095238095238,0.0365527610528608
"Gpr107",0.738095238095238,0.0365527610528608
"Harbi1",0.738095238095238,0.0365527610528608
"Ift20",0.738095238095238,0.0365527610528608
"Irgm1",0.738095238095238,0.0365527610528608
"Kif2a",0.738095238095238,0.0365527610528608
"Lactb",0.738095238095238,0.0365527610528608
"Ldlr",0.738095238095238,0.0365527610528608
"Marveld3",0.738095238095238,0.0365527610528608
"Msh3",0.738095238095238,0.0365527610528608
"Mtch2",0.738095238095238,0.0365527610528608
"Nedd4",0.738095238095238,0.0365527610528608
"Osbpl10",0.738095238095238,0.0365527610528608
"Pank4",0.738095238095238,0.0365527610528608
"Perp",0.738095238095238,0.0365527610528608
"Ppp6r3",0.738095238095238,0.0365527610528608
"Pvr",0.738095238095238,0.0365527610528608
"Rps3a1",0.738095238095238,0.0365527610528608
"Rps6ka3",0.738095238095238,0.0365527610528608
"Sh2d3c",0.738095238095238,0.0365527610528608
"Slc35f6",0.738095238095238,0.0365527610528608
"Taz",0.738095238095238,0.0365527610528608
"Tex264",0.738095238095238,0.0365527610528608
"Tmem60",0.738095238095238,0.0365527610528608
"Tprn",0.738095238095238,0.0365527610528608
"Tpst2",0.738095238095238,0.0365527610528608
"Ube2f",0.738095238095238,0.0365527610528608
"Zfp280c",0.738095238095238,0.0365527610528608
"Zfp36",0.738095238095238,0.0365527610528608
"Zfp637",0.738095238095238,0.0365527610528608
"1810058I24Rik",0.714285714285714,0.0465282322841672
"2410004N09Rik",0.714285714285714,0.0465282322841672
"2610008E11Rik",0.714285714285714,0.0465282322841672
"2700046G09Rik",0.714285714285714,0.0465282322841672
"Abhd5",0.714285714285714,0.0465282322841672
"Arl5b",0.714285714285714,0.0465282322841672
"Atg4b",0.714285714285714,0.0465282322841672
"Atp7a",0.714285714285714,0.0465282322841672
"AW549877",0.714285714285714,0.0465282322841672
"Bend7",0.714285714285714,0.0465282322841672
"Cep152",0.714285714285714,0.0465282322841672
"Chfr",0.714285714285714,0.0465282322841672
"Cygb",0.714285714285714,0.0465282322841672
"Dnajb1",0.714285714285714,0.0465282322841672
"Gclm",0.714285714285714,0.0465282322841672
"Gdpd1",0.714285714285714,0.0465282322841672
"Gorasp2",0.714285714285714,0.0465282322841672
