name	description	E16.5	E18.5	PND1	PND3	PND7	PND10	PND14	PND28
5031425E22Rik	na	3.44450334819857	3.86495195171553	4.53941580508821	4.27761289101625	3.71931709198008	3.47431001933985	3.78132627850383	4.03731304475663
5031434O11Rik	na	1.05924999359981	1.07032203336356	1.51153689497097	0.991356120819238	0.948185821383404	0.925663538701	1.0808525593411	0.850286229055981
5033430I15Rik	na	1.05120942657748	1.01156160583762	1.31066626223392	1.23546471599471	1.17462613455794	0.861989634904814	0.87229042519653	0.849020681138262
5730405O15Rik	na	0.560382375343664	0.461991733088077	0.619770518298383	0.683646485381019	0.662992071512617	0.293462467330992	0.424103665828519	0.375434859258207
5730480H06Rik	na	1.33122611424467	1.16131847345231	1.58998521439757	1.58348877230612	1.25370905177915	1.28470496617028	1.11289342743894	1.57278814082747
6330403L08Rik	na	0.943948801802394	0.737309964606528	1.21038648201894	1.22555646283117	0.911130305412324	0.993975222837216	0.64958048272082	0.741306387886978
6330562C20Rik	na	0.267674292669853	0.218108897859795	0.3265388947496	0.26178511124657	0.225428117985728	0.153899720250314	0.0477650016227775	0.105924969849841
8430408G22Rik	na	4.35773677517678	5.18995958203188	5.36516665140286	5.02125483370245	4.29001987943739	4.06123534874269	4.36905809147285	5.00727986993921
9030407P20Rik	na	0.456741737152588	0.443748504866935	0.517100412024057	0.440870918582849	0.40345368433771	0.437718808012002	0.224434459213509	0.282426065919562
9430023L20Rik	na	3.32230168718603	3.83099678772731	4.1952843206227	3.88274505158122	3.7659669784956	3.82501054945742	3.19336045150827	3.83788915334196
9430038I01Rik	na	3.8780893667509	4.7610696262755	4.95797745004695	4.60085036830381	4.38180069536394	4.52136564814885	4.22206342220694	4.5131981540406
9530077C05Rik	na	1.56941193041941	1.35192622919977	2.00495859255358	1.6544888684587	1.38372478353943	1.59701114738628	1.71365631014354	1.80066765744877
A130049A11Rik	na	1.57356429395352	1.4834594738421	1.81837699673552	1.70426806573529	1.32096719182025	1.86558879722228	1.53950317730226	1.80051657613321
A230046K03Rik	na	4.13686072776826	4.35707109857364	4.68650781292082	4.66722014781592	4.11470799242551	4.34291310999918	4.01146055301008	4.64022014256103
A430018G15Rik	na	2.80061377551882	3.0453771853039	3.36650376883155	3.05900313050512	3.04920215899302	2.8244860061351	3.07714627041778	3.45947938101821
A730011C13Rik	na	0.872014850896692	0.707413279992751	1.13846093177056	1.02870119493372	1.01195280983588	0.761633013593563	0.586308518255715	0.672137735786299
A830010M20Rik	na	0.711769215002587	0.515230573683269	0.767815380933673	0.824535515573761	0.804045686197566	0.675397646524775	0.567026096718614	0.524769016996567
A930006K02Rik	na	0.47795864202029	0.487009980352418	0.537793127844276	0.407905770164596	0.423237701996391	0.506734599137125	0.243769799366355	0.301887613207529
AA474331	na	1.33098719433191	1.16876353318162	1.58391394779911	1.49036102956705	1.19187651144885	1.3403645642097	1.41523244761938	1.36158164242382
AA474408	na	-0.47342129521046	-0.614455647996381	-0.429852037742257	-0.544927041355434	-0.598650670582405	-0.605884685961746	-0.66018180559638	-0.593141766296041
AA986860	na	4.25652861753311	4.25722083599467	4.91877613605639	5.07589538963464	4.38274965164144	4.5447539100214	4.72776857670028	4.22848854631686
Aamp	na	6.4821390623215	6.51437025609394	7.12666163274949	6.6778104991539	6.78943495453803	6.7504671556033	6.87732307250585	6.57903432559492
Abca7	na	3.15205305988778	3.43978004000029	3.86982059545651	3.54215918479901	3.55680813561465	3.1465816859028	3.69666610797776	3.71779862520873
Abcc5	na	3.4143529728862	3.81651471588818	4.26732835118548	4.08482738254834	3.34703397035851	3.67364214438533	3.61317681370028	4.62669540717582
Abcf1	na	6.15460175312136	6.8773256828324	7.3599836834396	7.01537644450184	6.99671958249887	7.14853132454091	7.32671932113538	7.05342293852816
Abhd14b	na	4.89625794766149	5.03302436527173	5.76612626104595	5.11064341059439	5.0149132738472	4.9480127090669	4.88481523119211	5.46628627286442
Abhd17a	na	3.53098982646915	3.83929169299025	4.8115337260232	3.87964295416077	3.95765925265412	3.86615101796229	4.18904090644283	3.97977439151499
