"gene","rho","p.value"
"Arpc1b",0.55,0.0272939727097306
"Limk2",0.55,0.0272939727097306
"Mapk7",0.55,0.0272939727097306
"Pttg1",0.55,0.0272939727097306
"Rbm48",0.55,0.0272939727097306
"1110008P14Rik",0.547058823529412,0.0283010872421088
"Bend3",0.547058823529412,0.0283010872421088
"Bex4",0.547058823529412,0.0283010872421088
"Hspb8",0.547058823529412,0.0283010872421088
"Mrpl34",0.547058823529412,0.0283010872421088
"Patl1",0.547058823529412,0.0283010872421088
"Rpl32",0.547058823529412,0.0283010872421088
"Taf5l",0.547058823529412,0.0283010872421088
"Wdr45",0.547058823529412,0.0283010872421088
"Ankrd9",0.544117647058823,0.0293363374813766
"Auts2",0.544117647058823,0.0293363374813766
"Bag2",0.544117647058823,0.0293363374813766
"Dus3l",0.544117647058823,0.0293363374813766
"Ehbp1l1",0.544117647058823,0.0293363374813766
"Gcdh",0.544117647058823,0.0293363374813766
"Hmga2",0.544117647058823,0.0293363374813766
"Mospd1",0.544117647058823,0.0293363374813766
"Spcs1",0.544117647058823,0.0293363374813766
"Srp9",0.544117647058823,0.0293363374813766
"Stx12",0.544117647058823,0.0293363374813766
"Copg1",0.541176470588235,0.0304002188881702
"Eif4ebp1",0.541176470588235,0.0304002188881702
"Gabarapl2",0.541176470588235,0.0304002188881702
"Mlh1",0.541176470588235,0.0304002188881702
"Ndufb9",0.541176470588235,0.0304002188881702
"Prdx1",0.541176470588235,0.0304002188881702
"Rpl27a",0.541176470588235,0.0304002188881702
"Rps14",0.541176470588235,0.0304002188881702
"Ahsa1",0.538235294117647,0.0314932282058384
"Commd5",0.538235294117647,0.0314932282058384
"Fryl",0.538235294117647,0.0314932282058384
"Gm10288",0.538235294117647,0.0314932282058384
"Nfkb2",0.538235294117647,0.0314932282058384
"Ppapdc1b",0.538235294117647,0.0314932282058384
"Ppm1m",0.538235294117647,0.0314932282058384
"Ppox",0.538235294117647,0.0314932282058384
"Cabin1",0.535294117647059,0.0326158632940219
"Cdkn2d",0.535294117647059,0.0326158632940219
"Cyp4v3",0.535294117647059,0.0326158632940219
"Dazap2",0.535294117647059,0.0326158632940219
"Gm8973",0.535294117647059,0.0326158632940219
"Slc3a2",0.535294117647059,0.0326158632940219
"Aasdhppt",0.532352941176471,0.0337686229602347
"Atl1",0.532352941176471,0.0337686229602347
"Gpn3",0.532352941176471,0.0337686229602347
"Grcc10",0.532352941176471,0.0337686229602347
"Nek6",0.532352941176471,0.0337686229602347
"Tinagl1",0.532352941176471,0.0337686229602347
"1500012F01Rik",0.529411764705882,0.0349520067895181
"AW549877",0.529411764705882,0.0349520067895181
"Capn7",0.529411764705882,0.0349520067895181
"Cox7c",0.529411764705882,0.0349520067895181
"Dcxr",0.529411764705882,0.0349520067895181
"Gde1",0.529411764705882,0.0349520067895181
"Mrpl30",0.529411764705882,0.0349520067895181
"Nr1h2",0.529411764705882,0.0349520067895181
"Psmf1",0.529411764705882,0.0349520067895181
"Smpd1",0.529411764705882,0.0349520067895181
"Svopl",0.529411764705882,0.0349520067895181
"Wdr82",0.529411764705882,0.0349520067895181
"Oxa1l",0.526470588235294,0.0361665149722455
"Pmpca",0.526470588235294,0.0361665149722455
"Rabgef1",0.526470588235294,0.0361665149722455
"Rasl12",0.526470588235294,0.0361665149722455
"Snrpd2",0.526470588235294,0.0361665149722455
"Atg13",0.523529411764706,0.0374126481301494
"Dbt",0.523529411764706,0.0374126481301494
"Gyk",0.523529411764706,0.0374126481301494
"Hmbs",0.523529411764706,0.0374126481301494
"Rnf7",0.523529411764706,0.0374126481301494
"Slc25a5",0.523529411764706,0.0374126481301494
"Tmem167b",0.523529411764706,0.0374126481301494
"Ube2f",0.523529411764706,0.0374126481301494
"Dhrs3",0.520588235294118,0.0386909071406499
"Gm9843",0.520588235294118,0.0386909071406499
"Mdm2",0.520588235294118,0.0386909071406499
"Nckap1",0.520588235294118,0.0386909071406499
"Pigyl",0.520588235294118,0.0386909071406499
"Rnf167",0.520588235294118,0.0386909071406499
"Srsf10",0.520588235294118,0.0386909071406499
"Aars",0.517647058823529,0.0400017929595607
"AV099323",0.517647058823529,0.0400017929595607
"Ciapin1",0.517647058823529,0.0400017929595607
"Hopx",0.517647058823529,0.0400017929595607
"Npc2",0.517647058823529,0.0400017929595607
"Sft2d1",0.517647058823529,0.0400017929595607
"Tti2",0.517647058823529,0.0400017929595607
"Uxt",0.517647058823529,0.0400017929595607
"Xab2",0.517647058823529,0.0400017929595607
"Chfr",0.514705882352941,0.041345806442249
"Degs1",0.514705882352941,0.041345806442249
"Ets2",0.514705882352941,0.041345806442249
"Kctd21",0.514705882352941,0.041345806442249
"Msra",0.514705882352941,0.041345806442249
"Pak4",0.514705882352941,0.041345806442249
"Rpl21",0.514705882352941,0.041345806442249
"Zfand2b",0.514705882352941,0.041345806442249
"Atp5d",0.511764705882353,0.0427234481633318
"Btf3l4",0.511764705882353,0.0427234481633318
