"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090150","establishment of protein localization to membrane","28/1342","282/25730",0.099290780141844,1.9036898457896,3.57945367957904,0.000871467512804115,0.0132710665529251,0.0101826654113016,"Akt1/Arhgap44/Bax/Blzf1/Chp1/Cln3/Clstn1/Emc4/Erbb2/Gdi1/Gga1/Golph3/Micall1/Mmgt1/Ncln/Npc1/Pex16/Rab10/Rab7/Rab8b/Romo1/Sec61a2/Sec62/Srp68/Srp9/Vamp2/Vps35/Zfand2b",28
"GO:0032941","secretion by tissue","10/1342","59/25730",0.169491525423729,3.24964005152947,4.05804880695517,0.000874875452793689,0.0132859558345086,0.0101940897057978,"Adora3/Aqp1/Atg7/Celsr2/Fosl2/Map1lc3b/Nr1h2/Nr1h3/Scnn1b/Vamp8",10
"GO:0043467","regulation of generation of precursor metabolites and energy","19/1342","163/25730",0.116564417177914,2.23487515200278,3.7100228684936,0.000878462173618337,0.0133034700918877,0.0102075280999244,"Akt1/Dnajc15/Ep300/Flcn/Git1/Hmgb1/Ier3/Iscu/Khk/Mlst8/Nupr1/Phkg2/Pink1/Ppp1r3e/Ppp2ca/Prdm16/Prkaca/Slc4a1/Stat3",19
"GO:0051222","positive regulation of protein transport","31/1342","324/25730",0.095679012345679,1.83444186859487,3.5456842921405,0.000883032823612891,0.0133357470903085,0.010232293696125,"Arf1/Atg7/Atp13a2/Bad/Bag3/Camk2n1/Cd81/Chp1/Cln3/Dctn1/Ep300/Ergic3/Golph3/Itpr1/Jup/Mapk1/Myom1/Nr1h2/Oaz2/Orai1/Pdcd10/Prkaca/Rapgef3/Tcf7l2/Tmed10/Tmem97/Vamp2/Vamp8/Vps28/Vps35/Zfand1",31
"GO:0010038","response to metal ion","35/1342","381/25730",0.0918635170603675,1.76128784945101,3.51180658339291,0.000888393584479208,0.0133797458026111,0.0102660531655782,"Akt1/Aqp1/Atp13a2/Carf/Casp9/Cat/Cebpa/Cpne2/Dusp1/Ep300/Fn1/Fos/Fosb/Gdi1/Gnrh1/Hsf1/Hspa8/Jun/Jund/Khk/Lgmn/Lig4/Lrrk2/Lta4h/Mt1/Mttp/Nfatc1/Npc1/Smpd1/Snca/Sod2/Thbs1/Txnip/Uros/Xdh",35
"GO:0006643","membrane lipid metabolic process","23/1342","215/25730",0.106976744186047,2.05105188368627,3.63032257858925,0.000898723466806201,0.0133811095472645,0.010267099543837,"Atg7/B4galt4/B4galt5/Bax/Cers5/Cers6/Crem/Degs1/Eed/Elovl5/Fut4/Gal3st1/Naga/Pgap1/Pigm/Pigyl/Samd8/Sgpp2/Smpd1/Sptlc2/St3gal1/Tm9sf2/Ugcg",23
"GO:0006688","glycosphingolipid biosynthetic process","7/1342","31/25730",0.225806451612903,4.32935916542474,4.35093907030403,0.000900722208412905,0.0133811095472645,0.010267099543837,"B4galt4/B4galt5/Fut4/Gal3st1/St3gal1/Tm9sf2/Ugcg",7
"GO:0019068","virion assembly","7/1342","31/25730",0.225806451612903,4.32935916542474,4.35093907030403,0.000900722208412905,0.0133811095472645,0.010267099543837,"Chmp1a/Chmp2a/Chmp2b/Chmp7/Mvb12a/Rab43/Tbc1d20",7
"GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","7/1342","31/25730",0.225806451612903,4.32935916542474,4.35093907030403,0.000900722208412905,0.0133811095472645,0.010267099543837,"Chmp1a/Chmp2a/Chmp2b/Chmp7/Hdac6/Plaa/Vps28",7
"GO:1900027","regulation of ruffle assembly","7/1342","31/25730",0.225806451612903,4.32935916542474,4.35093907030403,0.000900722208412905,0.0133811095472645,0.010267099543837,"Eps8l1/Eps8l2/Icam1/Kank1/Plekhm1/Rhog/Wdpcp",7
