"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007033","vacuole organization","46/1342","273/25730",0.168498168498169,3.23059454206995,8.69156466543416,1.78978831570329e-12,8.08420589229668e-09,6.20287475682849e-09,"Arf1/Atg13/Atg4b/Atg7/Atp13a2/Bag3/Chmp1a/Chmp2a/Chmp2b/Chmp7/Cln3/Cln5/Creg1/Ep300/Flcn/Fnip1/Gabarapl2/Hook2/Hps4/Hspa8/Lamp1/Lrrk2/Map1lc3b/Mtmr3/Nupr1/Pik3c2a/Pink1/Ppt1/Rab43/Rab7/Snapin/Spns1/Stx12/Stx17/Tmem106b/Tmem165/Tmem41b/Tpp1/Trp53inp1/Ulk1/Ulk3/Vps16/Vps35/Wdr45/Wipi1/Ywhaz",46
"GO:0031647","regulation of protein stability","55/1342","372/25730",0.147849462365591,2.83469945355191,8.36139077660239,2.9574559693787e-12,8.08420589229668e-09,6.20287475682849e-09,"Atp1b1/B4galt5/Bag3/Cblc/Cbx4/Cd81/Cdk7/Cfp/Chp1/Cul3/Dcaf11/Ddi2/Ep300/Fbxl3/Fbxw7/Flcn/Fnip1/Hdac6/Hps4/Hspa8/Ifi30/Lamp1/Lrrk2/Lss/Mapk8ip3/Nckap1/Ncln/Nlk/Pak4/Pdcd10/Pex2/Pim1/Pink1/Ptges3/Pycard/Rabl3/Rassf2/Rpl5/Sav1/Serf1/Serf2/Siah1b/Snca/Srebf1/Stx12/Swsap1/Tada2a/Usp19/Usp30/Usp35/Usp40/Usp42/Vps35/Wdr81/Ywhaz",55
"GO:0016236","macroautophagy","53/1342","359/25730",0.147632311977716,2.8305360560258,8.19325246750814,7.79413311562908e-12,1.42035085810481e-08,1.0898112444134e-08,"Atg13/Atg4b/Atg7/Atp13a2/Atp6v0a1/Bag3/Chmp1a/Chmp2a/Chmp2b/Chmp7/Cln3/Elp6/Ep300/Fbxw7/Fkbp8/Gabarapl2/Hdac6/Lrrk2/Map1lc3b/Mtmr3/Npc1/Nrbp2/Nupr1/Pex2/Pik3c2a/Pink1/Plaa/Plekhm1/Poldip2/Rab43/Rab7/Ripk2/Slc25a5/Snapin/Sptlc2/Sqstm1/Srebf1/Stx12/Stx17/Tmem41b/Trp53inp1/Ubxn6/Ulk1/Ulk3/Usp30/Vamp8/Vps16/Wac/Wdfy3/Wdr45/Wdr81/Wipi1/Znrf1",53
"GO:0007264","small GTPase-mediated signal transduction","61/1342","461/25730",0.132321041214751,2.53697495563005,7.81129148403654,2.38556603146543e-11,3.26047237350538e-08,2.50170543036572e-08,"Arhgap1/Arhgap29/Arhgap44/Arhgef18/Arhgef2/Arhgef28/Auts2/Baiap2/Bcar3/Brap/Cbl/Cdc42bpa/Cdc42ep1/Csnk1e/Ctnnal1/Cul3/Cyth3/Dnm2/Dvl2/Eps8l1/Eps8l2/Erbb2/F11r/Flcn/Garnl3/Gdi1/Git1/Gmip/Iqsec1/Itsn1/Kank1/Lrrk2/Map2k1/Nckap1/Nkiras1/Notch2/Pik3cb/Plekhg5/Psd/Rab35/Rabl3/Rac3/Rala/Ralbp1/Ralgapa2/Ralgps1/Rap1gap/Rap2c/Rapgef3/Rasgef1a/Rfxank/Rhog/Rit1/Rock1/Sdcbp/Sema4d/Sos2/Spry2/Stmn1/Ulk1/Vav2",61
"GO:0010506","regulation of autophagy","49/1342","328/25730",0.149390243902439,2.86424066736942,7.97084863200361,3.12315777658068e-11,3.41486071291332e-08,2.62016499782611e-08,"Akt1/Atg13/Atg7/Atp13a2/Atp6v0a1/Bag3/Ccny/Cdk16/Cln3/Depdc5/Dram2/Eif4g2/Ep300/Fbxw7/Fkbp8/Flcn/Fn1/Gpr137/Hdac6/Hmgb1/Klhl22/Lrrk2/Map2k1/Mlst8/Mtdh/Npc1/Nrbp2/Nupr1/Pik3c2a/Pink1/Poldip2/Pycard/Ripk2/Rock1/Slc25a5/Snca/Sptlc2/Sqstm1/Srebf1/Stat3/Trim65/Trim8/Trp53inp1/Ulk1/Ulk3/Usp30/Wac/Wdr45/Wipi1",49
"GO:0042594","response to starvation","41/1342","248/25730",0.165322580645161,3.16970938897168,8.05397488989757,5.28655277793837e-11,4.81693067283151e-08,3.69594961755867e-08,"Akt1/Asns/Atg4b/Atg7/Bnip1/Cbl/Cul3/Depdc5/Dnajc15/Flcn/Fnip1/Fos/Gabarapl2/Gas2l1/Hnrnpl/Hspa8/Jun/Klhl22/Lrrk2/Map1lc3b/Mapk1/Mat2a/Mtmr3/Nuak2/Pak4/Pex2/Pik3c2a/Pim1/Plin2/Ppm1d/Rpl17/Slc39a4/Srebf1/Srebf2/Tcf7l2/Ttc5/Ulk1/Ulk3/Wdr45/Wipi1/Ywhaz",41
"GO:0009267","cellular response to starvation","36/1342","206/25730",0.174757281553398,3.35059974245077,7.94579844909313,1.59486986170329e-10,1.24559336199027e-07,9.55722766750016e-08,"Akt1/Asns/Atg4b/Atg7/Cul3/Depdc5/Dnajc15/Flcn/Fnip1/Fos/Gabarapl2/Gas2l1/Hnrnpl/Jun/Klhl22/Lrrk2/Map1lc3b/Mapk1/Mat2a/Mtmr3/Nuak2/Pak4/Pik3c2a/Pim1/Plin2/Ppm1d/Rpl17/Slc39a4/Srebf1/Srebf2/Tcf7l2/Ttc5/Ulk1/Wdr45/Wipi1/Ywhaz",36
"GO:0016197","endosomal transport","44/1342","293/25730",0.150170648464164,2.87920326749846,7.58881983302525,2.65733648312508e-10,1.8159573191556e-07,1.3933534059544e-07,"Als2cl/Ankrd50/Ap1g1/Ap5s1/Arhgap1/Arhgap44/Bcl2l1/Bloc1s1/Chmp1a/Chmp2a/Chmp2b/Chmp7/Cln5/Dctn1/Dennd1b/Emp2/Gga1/Hook2/Inpp5f/Itsn1/Lmtk2/Lrrk2/Map2k1/Mapk1/Micall1/Mvb12a/Rab10/Rab35/Rab5b/Rab5c/Rab7/Rab8b/Rgp1/Snx2/Snx5/Stx12/Stx16/Tmcc1/Ube2o/Ubxn6/Vps16/Vps28/Vps35/Wdr81",44
"GO:0071453","cellular response to oxygen levels","36/1342","211/25730",0.170616113744076,3.27120164428843,7.77078179132395,3.1866675126722e-10,1.93572347686432e-07,1.48524795766067e-07,"Acaa2/Ajuba/Akt1/Aqp1/Aqp3/Atg7/Atp6v0a2/Atp6v0d1/Atp6v1g1/Bad/Bbc3/Cbl/Cited2/Egln2/Egr1/Ep300/Fos/Gnb1/Jun/Jund/Kcnk2/Map2k1/Mlst8/Ndnf/Npepps/Pdcd10/Pgk1/Pik3cb/Pink1/Polr2a/Ptpn1/Stat3/Usp19/Vegfa/Vldlr/Zfp36l1",36
"GO:0007005","mitochondrion organization","58/1342","457/25730",0.12691466083151,2.43331909328968,7.25224063241613,3.81894176897988e-10,2.0878154651013e-07,1.60194557361945e-07,"Acaa2/Afg3l1/Akt1/Atg7/Atp13a2/Atpaf2/Bad/Bax/Bbc3/Bcl2a1b/Bcl2l1/Cebpa/Chchd10/Chchd7/Col6a1/Cox10/Cox19/Ep300/Gabpb1/Gclm/Golph3/Gpx1/Hdac6/Higd2a/Ier3/Immp2l/Jun/Letm1/Lrrk2/Mff/Mtfp1/Mtx3/Myo19/Ndufaf2/Ndufaf3/Pank2/Pink1/Poldip2/Ptcd2/Pycard/Rala/Ralbp1/Rhot1/Rnf7/Romo1/Sdhaf2/Sharpin/Slc25a46/Slc25a5/Snca/Sod2/Stat3/Thg1l/Tmem242/Tmem70/Usp30/Vps35/Wdr81",58
"GO:0031669","cellular response to nutrient levels","43/1342","294/25730",0.146258503401361,2.80419619412594,7.2984836193831,9.78719342116466e-10,4.86423513031884e-07,3.73224552950633e-07,"Akt1/Asns/Atg4b/Atg7/Cul3/Depdc5/Dnajc15/Ep300/Flcn/Fnip1/Fos/Gabarapl2/Gas2l1/Hnrnpl/Jun/Klhl22/Lpl/Lrrk2/Map1lc3b/Mapk1/Mat2a/Mlst8/Mtmr3/Nlk/Nuak2/Pak4/Pik3c2a/Pim1/Plin2/Ppm1d/Prkaca/Rictor/Rpl17/Rxrb/Slc39a4/Srebf1/Srebf2/Tcf7l2/Ttc5/Ulk1/Wdr45/Wipi1/Ywhaz",43
"GO:0051656","establishment of organelle localization","53/1342","412/25730",0.128640776699029,2.46641369930404,7.03866081654615,1.34808656951149e-09,6.14165772959944e-07,4.71239033289763e-07,"Adora3/Ap1g1/Ap3s1/Arf1/Arhgef2/Atp13a2/Bicd2/Bloc1s1/Cbl/Cdc42bpa/Chmp2a/Clasp2/Cln3/Copg2/Cops5/Cul3/Dctn1/Dnm2/Fgfr2/Fhod1/Hdac6/Lamp1/Limk2/Lrrk2/Ltv1/Map2k1/Map4k2/Map6/Myo19/Myo5c/Pdcd10/Pdzd11/Rab27a/Rab7/Rhot1/Rps15/Sdc1/Sdcbp/Snapin/Snca/Spry2/Stard3/Stard3nl/Stk25/Tmed10/Trappc11/Trappc6b/Tspan4/Ubb/Unc13d/Vamp8/Wipi1/Ywhaz",53
"GO:0071456","cellular response to hypoxia","30/1342","163/25730",0.184049079754601,3.52875024000439,7.59730342286769,1.47690157311024e-09,6.21093915399513e-07,4.76554880068364e-07,"Acaa2/Ajuba/Akt1/Aqp1/Aqp3/Bad/Bbc3/Cbl/Cited2/Egln2/Egr1/Ep300/Fos/Gnb1/Jun/Jund/Kcnk2/Map2k1/Mlst8/Ndnf/Npepps/Pgk1/Pik3cb/Pink1/Ptpn1/Stat3/Usp19/Vegfa/Vldlr/Zfp36l1",30
"GO:0016050","vesicle organization","52/1342","403/25730",0.129032258064516,2.47391952309985,6.99574607596406,1.73160903175104e-09,6.7619332689878e-07,5.18831728686307e-07,"Agfg1/Agfg2/Als2cl/Ap1g1/Ap3s1/Aqp1/Arf1/Atp13a2/Atp6v0a1/Atp6v0d1/Atp6v1g1/Atp6v1g3/AU040320/Bloc1s1/Chmp1a/Chmp2a/Chmp2b/Chmp7/Clcn3/Cln3/Cul3/Dcaf17/Dnm2/Eea1/Golph3/Hook2/Hps4/Lrrk2/Plekhf2/Plekhm1/Rab27a/Rab5b/Rab5c/Rab7/Sdc1/Sdcbp/Slc9a8/Snapin/Snca/Snx19/Sqstm1/Stx12/Stx16/Stx17/Tbc1d20/Tmcc1/Tmed10/Trappc11/Trappc6b/Vamp2/Vamp8/Znrf1",52
"GO:0007040","lysosome organization","24/1342","114/25730",0.210526315789474,4.03639501137344,7.62174923490234,4.01178054204475e-09,1.37077526395992e-06,1.05177272763476e-06,"Arf1/Chmp1a/Chmp2a/Chmp2b/Chmp7/Cln3/Cln5/Creg1/Flcn/Fnip1/Hook2/Hps4/Hspa8/Lamp1/Lrrk2/Ppt1/Rab7/Snapin/Spns1/Tmem106b/Tmem165/Tpp1/Vps35/Ywhaz",24
"GO:0080171","lytic vacuole organization","24/1342","114/25730",0.210526315789474,4.03639501137344,7.62174923490234,4.01178054204475e-09,1.37077526395992e-06,1.05177272763476e-06,"Arf1/Chmp1a/Chmp2a/Chmp2b/Chmp7/Cln3/Cln5/Creg1/Flcn/Fnip1/Hook2/Hps4/Hspa8/Lamp1/Lrrk2/Ppt1/Rab7/Snapin/Spns1/Tmem106b/Tmem165/Tpp1/Vps35/Ywhaz",24
"GO:0045017","glycerolipid biosynthetic process","35/1342","223/25730",0.15695067264574,3.00919583247011,7.06878263521695,5.46969965321736e-09,1.75899105906702e-06,1.34964415591772e-06,"Abhd5/Agpat3/Ajuba/Cds2/Chkb/Cln3/Ctdnep1/Efr3b/Fabp5/Inpp5e/Ldlr/Liph/Lpcat1/Lpcat2/Lpin2/Lpl/Mtmr3/Nr1h2/Nr1h3/Pgap1/Pgs1/Pi4ka/Pigm/Pigyl/Pik3c2a/Pik3cb/Pip5k1b/Pip5k1c/Pnpla2/Scp2/Sik1/Srebf1/Tcf7l2/Tmem150a/Tmx1",35
"GO:0016125","sterol metabolic process","30/1342","174/25730",0.172413793103448,3.30566832827997,7.1585429760852,7.28407190886184e-09,2.21233450698598e-06,1.69748693314704e-06,"Akt1/Cat/Cebpa/Errfi1/Fdps/Fgl1/Gpr146/Hsd17b7/Lbr/Ldlr/Lipo1/Lrp5/Lss/Mapk1/Mttp/Npc1/Npc2/Nsdhl/Pex2/Pmp22/Pmvk/Prkaca/Scp2/Sec14l2/Smpd1/Soat1/Srebf1/Srebf2/Stard4/Vldlr",30
"GO:0008203","cholesterol metabolic process","29/1342","165/25730",0.175757575757576,3.3697782594951,7.16351876238162,8.23997317525759e-09,2.3709438604807e-06,1.81918521348485e-06,"Akt1/Cat/Cebpa/Errfi1/Fdps/Fgl1/Gpr146/Hsd17b7/Lbr/Ldlr/Lrp5/Lss/Mapk1/Mttp/Npc1/Npc2/Nsdhl/Pex2/Pmp22/Pmvk/Prkaca/Scp2/Sec14l2/Smpd1/Soat1/Srebf1/Srebf2/Stard4/Vldlr",29
"GO:0036294","cellular response to decreased oxygen levels","31/1342","193/25730",0.160621761658031,3.07958116800383,6.8025103376254,2.31718008445228e-08,6.22950200452982e-06,4.7797917626431e-06,"Acaa2/Ajuba/Akt1/Aqp1/Aqp3/Bad/Bbc3/Cbl/Cited2/Egln2/Egr1/Ep300/Fos/Gnb1/Jun/Jund/Kcnk2/Map2k1/Mlst8/Ndnf/Npepps/Pdcd10/Pgk1/Pik3cb/Pink1/Ptpn1/Stat3/Usp19/Vegfa/Vldlr/Zfp36l1",31
"GO:0062197","cellular response to chemical stress","46/1342","362/25730",0.12707182320442,2.43633234802513,6.45603283372551,2.39289449597816e-08,6.22950200452982e-06,4.7797917626431e-06,"Akt1/Aqp1/Atg7/Atp13a2/Atp1a1/Bad/Capn1/Cat/Cln3/Cst3/Cul3/Dnaja1/Ep300/Errfi1/Fancc/Fos/Gpx1/Hdac6/Hsf1/Hspa8/Letm1/Lrrk2/Mapk13/Mgst1/Mlst8/Ninj1/Nlk/Nr4a2/Pawr/Pcgf2/Pdcd10/Pex2/Pink1/Prdx1/Pycard/Romo1/Slc12a6/Snca/Sod2/Stk25/Tbc1d24/Tmem161a/Trim25/Trp53inp1/Zfp277/Zfp36l1",46
"GO:0007034","vacuolar transport","29/1342","174/25730",0.166666666666667,3.19547938400397,6.81643293214942,2.82027508679607e-08,7.00838359068822e-06,5.37741445975231e-06,"Ap1g1/Ap3s1/Arf1/Atp13a2/Atp6v0d1/Chmp1a/Chmp2a/Chmp2b/Chmp7/Cln3/Hdac6/Hook2/Hspa8/Lamp1/Mgrn1/Mvb12a/Npc1/Pink1/Plekhf2/Plekhm1/Rab7/Slc48a1/Snapin/Sqstm1/Tmem106b/Ubxn6/Vps16/Vps28/Vps35",29
"GO:0070482","response to oxygen levels","52/1342","439/25730",0.118451025056948,2.27104685150169,6.3010138865903,3.2013190213716e-08,7.60939612601676e-06,5.83856123577384e-06,"Acaa2/Ajuba/Akt1/Alas2/Alkbh5/Aqp1/Aqp3/Atg7/Atp1b1/Atp6v0a2/Atp6v0d1/Atp6v1g1/Bad/Bbc3/Bnip1/Casp9/Cat/Cbl/Cited2/Col6a1/Cst3/Egln2/Egr1/Ep300/F7/Fos/Fosl2/Gnb1/Hsf1/Itpr1/Jun/Jund/Kcnk2/Map2k1/Mlst8/Ndnf/Npepps/Nr4a2/Pdcd10/Pgk1/Pik3cb/Pink1/Polr2a/Ptpn1/Slc4a1/Sod2/Stat3/Usp19/Vegfa/Vegfb/Vldlr/Zfp36l1",52
"GO:0051650","establishment of vesicle localization","32/1342","208/25730",0.153846153846154,2.94967327754213,6.62271052627711,3.96578130347367e-08,9.03371932753773e-06,6.93142039225551e-06,"Ap1g1/Ap3s1/Arf1/Atp13a2/Bloc1s1/Chmp2a/Clasp2/Cln3/Cops5/Cul3/Dctn1/Dnm2/Fgfr2/Limk2/Lrrk2/Map2k1/Map4k2/Myo5c/Pdzd11/Rab27a/Rab7/Sdc1/Sdcbp/Snapin/Snca/Stard3/Stard3nl/Tmed10/Trappc11/Trappc6b/Unc13d/Wipi1",32
"GO:0051648","vesicle localization","34/1342","230/25730",0.147826086956522,2.83425127972526,6.55469181022515,4.15230985448445e-08,9.08027118978659e-06,6.96713885057706e-06,"Ap1g1/Ap3s1/Arf1/Atp13a2/Bcl2l1/Bloc1s1/Chmp2a/Clasp2/Cln3/Cops5/Cul3/Dctn1/Dnm2/Fgfr2/Limk2/Lrrk2/Map2k1/Map4k2/Myo5c/Pdzd11/Rab27a/Rab7/Sdc1/Sdcbp/Snapin/Snca/Stard3/Stard3nl/Tcf7l2/Tmed10/Trappc11/Trappc6b/Unc13d/Wipi1",34
"GO:1902652","secondary alcohol metabolic process","29/1342","178/25730",0.162921348314607,3.12367085852074,6.6693633340275,4.72756590673608e-08,9.94061646620237e-06,7.62726726248716e-06,"Akt1/Cat/Cebpa/Errfi1/Fdps/Fgl1/Gpr146/Hsd17b7/Lbr/Ldlr/Lrp5/Lss/Mapk1/Mttp/Npc1/Npc2/Nsdhl/Pex2/Pmp22/Pmvk/Prkaca/Scp2/Sec14l2/Smpd1/Soat1/Srebf1/Srebf2/Stard4/Vldlr",29
"GO:0030641","regulation of cellular pH","20/1342","93/25730",0.21505376344086,4.12319920516642,7.07794488089438,5.34718591821265e-08,1.03599219054814e-05,7.94899325009256e-06,"Atp6v0a1/Atp6v0a2/Atp6v0d1/Chp1/Cln3/Cln5/Creg1/Lamp1/Lrrk2/Mapk1/Ppt1/Rab7/Slc26a6/Slc4a1/Slc9a5/Slc9a8/Snapin/Spns1/Tmem106b/Tmem165",20
"GO:0007041","lysosomal transport","24/1342","130/25730",0.184615384615385,3.53960793305056,6.80954331509339,5.92589491436081e-08,1.03599219054814e-05,7.94899325009256e-06,"Ap1g1/Arf1/Atp13a2/Chmp1a/Chmp2a/Chmp2b/Chmp7/Cln3/Hook2/Hspa8/Lamp1/Mgrn1/Mvb12a/Npc1/Pink1/Plekhf2/Plekhm1/Rab7/Slc48a1/Snapin/Tmem106b/Ubxn6/Vps16/Vps35",24
"GO:0051453","regulation of intracellular pH","19/1342","85/25730",0.223529411764706,4.28570176207592,7.11763757143797,5.93682672172253e-08,1.03599219054814e-05,7.94899325009256e-06,"Atp6v0a1/Atp6v0a2/Atp6v0d1/Chp1/Cln3/Cln5/Creg1/Lamp1/Lrrk2/Ppt1/Rab7/Slc26a6/Slc4a1/Slc9a5/Slc9a8/Snapin/Spns1/Tmem106b/Tmem165",19
"GO:0006644","phospholipid metabolic process","46/1342","373/25730",0.123324396782842,2.36448340478578,6.22692101308726,5.95332085334092e-08,1.03599219054814e-05,7.94899325009256e-06,"Abhd5/Agpat3/Ajuba/Arf1/Cds2/Chkb/Chp1/Cln3/Efr3b/Fabp5/Fdps/Fitm1/Gde1/Gdpd1/Ggps1/Gnpat/Inpp5b/Inpp5e/Inpp5f/Ldlr/Liph/Lpcat1/Lpcat2/Mtmr3/Nkx2-1/Nr1h2/Nr1h3/Pgap1/Pgs1/Pi4ka/Pigm/Pigyl/Pik3c2a/Pik3cb/Pip5k1b/Pip5k1c/Plcl1/Pmvk/Prdx6/Samd8/Scp2/Serinc4/Smpd1/Snca/Sptlc2/Tmem150a",46
"GO:0001666","response to hypoxia","43/1342","337/25730",0.127596439169139,2.44639074502381,6.26964854653497,6.03769493469015e-08,1.03599219054814e-05,7.94899325009256e-06,"Acaa2/Ajuba/Akt1/Alas2/Alkbh5/Aqp1/Aqp3/Atp1b1/Bad/Bbc3/Casp9/Cat/Cbl/Cited2/Cst3/Egln2/Egr1/Ep300/F7/Fos/Fosl2/Gnb1/Hsf1/Itpr1/Jun/Jund/Kcnk2/Map2k1/Mlst8/Ndnf/Npepps/Nr4a2/Pgk1/Pik3cb/Pink1/Ptpn1/Sod2/Stat3/Usp19/Vegfa/Vegfb/Vldlr/Zfp36l1",43
"GO:0072594","establishment of protein localization to organelle","54/1342","473/25730",0.114164904862579,2.18886959919088,6.1217209391747,6.06397477547839e-08,1.03599219054814e-05,7.94899325009256e-06,"Aip/Akap1/Akt1/Appl2/Bag3/Bax/Bbc3/Cbl/Chp1/Dnaja1/Dnajc15/Dyrk1a/Ep300/Fbxw7/Gfer/Golph3/Grpel2/Hdac6/Hspa8/Immp2l/Jup/Lamp1/Lrrk2/Mapk1/Mff/Nfkbia/Nr4a1/Nup153/Nup54/Nup62cl/Pex16/Pex2/Pink1/Pmpca/Rab10/Rab7/Rab8b/Rala/Romo1/Sec61a2/Sec62/Spry2/Sqstm1/Srebf1/Srp68/Srp9/Stat3/Tmco6/Tomm5/Txnip/Vps28/Wbp2/Ywhaz/Zfand2b",54
"GO:0036293","response to decreased oxygen levels","46/1342","374/25730",0.122994652406417,2.35816125664464,6.20649464844551,6.45278930433475e-08,1.06901209475146e-05,8.20234940279872e-06,"Acaa2/Ajuba/Akt1/Alas2/Alkbh5/Aqp1/Aqp3/Atp1b1/Bad/Bbc3/Bnip1/Casp9/Cat/Cbl/Cited2/Col6a1/Cst3/Egln2/Egr1/Ep300/F7/Fos/Fosl2/Gnb1/Hsf1/Itpr1/Jun/Jund/Kcnk2/Map2k1/Mlst8/Ndnf/Npepps/Nr4a2/Pdcd10/Pgk1/Pik3cb/Pink1/Ptpn1/Sod2/Stat3/Usp19/Vegfa/Vegfb/Vldlr/Zfp36l1",46
"GO:0031399","regulation of protein modification process","52/1342","450/25730",0.115555555555556,2.21553237290942,6.10216392467961,7.18943419398552e-08,1.15601872760349e-05,8.86993661394189e-06,"Akt1/Arhgef2/Atg7/Bex2/Bex4/Brat1/Cblb/Ccdc134/Ccny/Chp1/Csf1r/Cul3/Dcun1d4/Dnaja1/Egr1/Ep300/Errfi1/Fbxo33/Fbxw7/Flcn/Gadd45a/Gprc5a/Gskip/Hipk3/Hmga2/Il34/Lrrk2/Otud4/Pdcd10/Pias3/Pink1/Plaa/Rabl3/Ralbp1/Rap2c/Rasd2/Rictor/Ripk2/Rpl5/Sema4d/Sh3rf2/Spry2/Sqstm1/Tab2/Tank/Tollip/U2af2/Ubb/Ube2v1/Vegfa/Vps28/Wdr48",52
"GO:0030522","intracellular receptor signaling pathway","52/1342","451/25730",0.11529933481153,2.21061988427769,6.08437183211726,7.72451737548939e-08,1.20656961405144e-05,9.25780503498503e-06,"Abhd17a/Akt1/Calcoco1/Cited2/Ddx60/Dhrs3/Dnaja1/Dpp9/Elp6/Ep300/Errfi1/Esrra/Fabp5/Greb1l/Hdac6/Hmga2/Hmgb1/Hspa8/Irf7/Jund/Nfkbia/Nr1h2/Nr1h3/Nr4a1/Nr4a2/Nr6a1/Pim1/Ppp2ca/Ppt1/Ptges3/Pycard/Rictor/Riok3/Ripk2/Rnf7/Rsad2/Rxrb/Sec14l1/Spsb3/Srebf1/Stat3/Tcf7l2/Tgif1/Tlr3/Trim11/Trim25/Trim3/Trim65/Wbp2/Wdfy1/Zdhhc5/Znrf1",52
"GO:0062207","regulation of pattern recognition receptor signaling pathway","30/1342","196/25730",0.153061224489796,2.93462392408528,6.37771019597293,1.17149284745266e-07,1.74082416764706e-05,1.33570500670502e-05,"Abhd17a/Akt1/Appl2/Ccdc134/Ddx60/Gdi1/Gpr108/Hmgb1/Hspa8/Irf7/Lbp/Mfhas1/Ninj1/Nr1h3/Otud4/Ppp2ca/Ppt1/Rictor/Riok3/Rsad2/Sec14l1/Spsb3/Sqstm1/Tlr3/Trim11/Trim3/Trim65/Wdfy1/Zdhhc5/Znrf1",30
"GO:0046486","glycerolipid metabolic process","47/1342","394/25730",0.119289340101523,2.28711976215513,6.03945378587434,1.17816890804721e-07,1.74082416764706e-05,1.33570500670502e-05,"Abhd5/Agpat3/Ajuba/Cat/Cds2/Chkb/Cln3/Ctdnep1/Efr3b/Faah/Fabp5/Gal3st1/Gdpd1/Gnpat/Gpx1/Inpp5b/Inpp5e/Inpp5f/Ldlr/Liph/Lpcat1/Lpcat2/Lpin2/Lpl/Mtmr3/Mttp/Nr1h2/Nr1h3/Pank2/Pgap1/Pgs1/Pi4ka/Pigm/Pigyl/Pik3c2a/Pik3cb/Pip5k1b/Pip5k1c/Plcl1/Pnpla2/Prdx6/Scp2/Sik1/Srebf1/Tcf7l2/Tmem150a/Tmx1",47
"GO:0002221","pattern recognition receptor signaling pathway","41/1342","324/25730",0.126543209876543,2.42619731007709,6.06015300784062,1.5286151437307e-07,2.19919447125677e-05,1.68740480547558e-05,"Abhd17a/Akt1/Appl2/Ccdc134/Ddx60/Dpp9/Ecsit/Elp6/Gdi1/Gpr108/Hmgb1/Hspa8/Irak4/Irf7/Lbp/Mapkapk2/Mfhas1/Nfkbia/Ninj1/Nr1h3/Otud4/Ppp2ca/Ppt1/Pycard/Rictor/Riok3/Ripk2/Rnf7/Rsad2/Sec14l1/Spsb3/Sqstm1/Tlr3/Tnip3/Trim11/Trim25/Trim3/Trim65/Wdfy1/Zdhhc5/Znrf1",41
"GO:0030100","regulation of endocytosis","44/1342","365/25730",0.120547945205479,2.3112508421289,5.91853741263825,2.20087070732432e-07,3.05744008301034e-05,2.34592218012308e-05,"Abca7/Ankrd13a/Ap2b1/Appl2/Arf1/Atg7/Atxn2/Bcl2l1/Cbl/Cblb/Cfp/Cln3/Dnm2/Hmgb1/Hspa8/Iqsec1/Itsn1/Kcnc3/Lbp/Lrrk2/Mff/Nr1h2/Nr1h3/Pip5k1c/Ppt1/Prkaca/Ptpn1/Pycard/Rab27a/Rab5b/Rab5c/Rala/Rap1gap/Rock1/Sdcbp/Smap1/Smpd1/Snca/Stat3/Tspan7/Unc119/Vamp8/Vegfa/Vps28",44
"GO:0051056","regulation of small GTPase mediated signal transduction","35/1342","258/25730",0.135658914728682,2.60097159163114,6.06263711429449,2.29164767462101e-07,3.05744008301034e-05,2.34592218012308e-05,"Arhgap29/Arhgap44/Arhgef18/Arhgef2/Arhgef28/Auts2/Cbl/Cdc42bpa/Csnk1e/Cul3/Cyth3/Dnm2/Eps8l1/Eps8l2/Erbb2/F11r/Flcn/Garnl3/Git1/Gmip/Iqsec1/Kank1/Map2k1/Notch2/Pik3cb/Psd/Rabl3/Ralbp1/Ralgapa2/Ralgps1/Rap1gap/Sema4d/Sos2/Spry2/Stmn1",35
"GO:0035751","regulation of lysosomal lumen pH","10/1342","25/25730",0.4,7.66915052160954,7.82584672992939,2.29294024882795e-07,3.05744008301034e-05,2.34592218012308e-05,"Cln3/Cln5/Creg1/Lamp1/Lrrk2/Ppt1/Snapin/Spns1/Tmem106b/Tmem165",10
"GO:0002181","cytoplasmic translation","31/1342","214/25730",0.144859813084112,2.7773792776857,6.12463653379152,2.57096423465097e-07,3.34653844543734e-05,2.56774247495842e-05,"Akt1/Depdc5/Drg2/Eif3b/Eif3i/Eif3j2/Eif5/Nemf/Rpl17/Rpl18/Rpl18a/Rpl21/Rpl30/Rpl35/Rpl35a/Rpl37a/Rpl41/Rpl5/Rpl7/Rplp1/Rplp2/Rps15/Rps18/Rps19/Rps2/Rps25/Rps29/Rps3a1/Rps4x/Ythdf2/Zc3h15",31
"GO:0045089","positive regulation of innate immune response","50/1342","443/25730",0.112866817155756,2.16398152415619,5.79694144909215,2.63987216156861e-07,3.34903854879761e-05,2.56966076207647e-05,"Abhd17a/Akt1/Ap1g1/Appl2/Ccdc134/Cfp/Ddx60/Dpp9/Ecsit/Elp6/Fadd/Gdi1/Gpr108/Hmgb1/Hspa8/Irak4/Irf7/Lamp1/Lbp/Mapkapk2/Mfhas1/Nfkbia/Ninj1/Nr1h3/Otud4/Polr3g/Ppp2ca/Ppt1/Pvr/Pycard/Rbm47/Rictor/Riok3/Ripk2/Rnf7/Rps19/Rsad2/Sec14l1/Spsb3/Sqstm1/Srebf1/Tlr3/Tnip3/Trim11/Trim25/Trim3/Trim65/Wdfy1/Zdhhc5/Znrf1",50
